Symbol,Date,Open,High,Low,Close,Volume
MYDZ.IDX,06-Apr-2021,233,233,233,233,283700
MYHA.IDX,06-Apr-2021,4,4,4,4,19700
MYHB.IDX,06-Apr-2021,2,2,2,2,2800
MYHC.IDX,06-Apr-2021,108,108,108,108,202400
MYHE.IDX,06-Apr-2021,334,334,334,334,206700
MYHF.IDX,06-Apr-2021,7,7,7,7,5800
MYHG.IDX,06-Apr-2021,141,141,141,141,100600
MYHH.IDX,06-Apr-2021,291,291,291,291,448700
MYHI.IDX,06-Apr-2021,25,25,25,25,7400
MYHJ.IDX,06-Apr-2021,8,8,8,8,2800
MYHK.IDX,06-Apr-2021,7,7,7,7,7400
MYHL.IDX,06-Apr-2021,26,26,26,26,323100
MYHM.IDX,06-Apr-2021,2,2,2,2,3200
MYHN.IDX,06-Apr-2021,188,188,188,188,200400
MYHO.IDX,06-Apr-2021,16,16,16,16,10000
MYHP.IDX,06-Apr-2021,81,81,81,81,49800
MYHQ.IDX,06-Apr-2021,125,125,125,125,302300
MYHR.IDX,06-Apr-2021,4,4,4,4,2900
MYHS.IDX,06-Apr-2021,5,5,5,5,6200
MYHT.IDX,06-Apr-2021,1,1,1,1,2300
MYHU.IDX,06-Apr-2021,44,44,44,44,335700
MYHV.IDX,06-Apr-2021,273,273,273,273,436100
MYHW.IDX,06-Apr-2021,3,3,3,3,2600
MYHX.IDX,06-Apr-2021,317,317,317,317,522500
MYHY.IDX,06-Apr-2021,17,17,17,17,6300
MYHZ.IDX,06-Apr-2021,244,244,244,244,283700
MYLA.IDX,06-Apr-2021,1,1,1,1,19700
MYLB.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
MYLC.IDX,06-Apr-2021,12,12,12,12,202400
MYLE.IDX,06-Apr-2021,27,27,27,27,206700
MYLF.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,5800
MYLG.IDX,06-Apr-2021,1,1,1,1,100600
MYLH.IDX,06-Apr-2021,16,16,16,16,448700
MYLI.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,7400
MYLJ.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
MYLK.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,7400
MYLL.IDX,06-Apr-2021,18,18,18,18,323100
MYLM.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,3200
MYLN.IDX,06-Apr-2021,5,5,5,5,200400
MYLO.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,10000
MYLP.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,49800
MYLQ.IDX,06-Apr-2021,28,28,28,28,302300
MYLR.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2900
MYLS.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6200
MYLT.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2300
MYLU.IDX,06-Apr-2021,10,10,10,10,335700
MYLV.IDX,06-Apr-2021,24,24,24,24,436100
MYLW.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2600
MYLX.IDX,06-Apr-2021,34,34,34,34,522500
MYLY.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6300
MYLZ.IDX,06-Apr-2021,11,11,11,11,283700
N1DA.IDX,06-Apr-2021,47,47,47,47,59900
N1DB.IDX,06-Apr-2021,81,81,81,81,39600
N1DC.IDX,06-Apr-2021,27,27,27,27,10200
N1DD.IDX,06-Apr-2021,5,5,5,5,3000
N1DE.IDX,06-Apr-2021,18,18,18,18,6500
N1DF.IDX,06-Apr-2021,6,6,6,6,2000
N1DG.IDX,06-Apr-2021,7,7,7,7,1500
N1DH.IDX,06-Apr-2021,53,53,53,53,22800
N1DI.IDX,06-Apr-2021,17,17,17,17,6000
N1DJ.IDX,06-Apr-2021,10,10,10,10,31300
N1DK.IDX,06-Apr-2021,117,117,117,117,67200
N1DL.IDX,06-Apr-2021,31,31,31,31,64200
N1DM.IDX,06-Apr-2021,-8,-8,-8,-8,25500
N1DN.IDX,06-Apr-2021,140,140,140,140,156900
N1DO.IDX,06-Apr-2021,127,127,127,127,99500
N1DP.IDX,06-Apr-2021,182,182,182,182,51300
N1DU.IDX,06-Apr-2021,178,178,178,178,249300
N1DV.IDX,06-Apr-2021,76,76,76,76,28500
N1HA.IDX,06-Apr-2021,54,54,54,54,59900
N1HB.IDX,06-Apr-2021,81,81,81,81,39600
N1HC.IDX,06-Apr-2021,27,27,27,27,10200
N1HD.IDX,06-Apr-2021,5,5,5,5,3000
N1HE.IDX,06-Apr-2021,18,18,18,18,6500
N1HF.IDX,06-Apr-2021,6,6,6,6,2000
N1HG.IDX,06-Apr-2021,7,7,7,7,1500
N1HH.IDX,06-Apr-2021,53,53,53,53,22800
N1HI.IDX,06-Apr-2021,17,17,17,17,6000
N1HJ.IDX,06-Apr-2021,29,29,29,29,31300
N1HK.IDX,06-Apr-2021,130,130,130,130,67200
N1HL.IDX,06-Apr-2021,76,76,76,76,64200
N1HM.IDX,06-Apr-2021,23,23,23,23,25500
N1HN.IDX,06-Apr-2021,229,229,229,229,156900
N1HO.IDX,06-Apr-2021,142,142,142,142,99500
N1HP.IDX,06-Apr-2021,197,197,197,197,51300
N1HU.IDX,06-Apr-2021,356,356,356,356,249300
N1HV.IDX,06-Apr-2021,76,76,76,76,28500
N1LA.IDX,06-Apr-2021,7,7,7,7,59900
N1LB.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,39600
N1LC.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,10200
N1LD.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,3000
N1LE.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6500
N1LF.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2000
N1LG.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,1500
N1LH.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,22800
N1LI.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6000
N1LJ.IDX,06-Apr-2021,19,19,19,19,31300
N1LK.IDX,06-Apr-2021,13,13,13,13,67200
N1LL.IDX,06-Apr-2021,45,45,45,45,64200
N1LM.IDX,06-Apr-2021,31,31,31,31,25500
N1LN.IDX,06-Apr-2021,89,89,89,89,156900
N1LO.IDX,06-Apr-2021,15,15,15,15,99500
N1LP.IDX,06-Apr-2021,15,15,15,15,51300
N1LU.IDX,06-Apr-2021,178,178,178,178,249300
N1LV.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,28500
N3DA.IDX,06-Apr-2021,39,39,39,39,59900
N3DB.IDX,06-Apr-2021,57,57,57,57,39600
N3DC.IDX,06-Apr-2021,9,9,9,9,10200
N3DD.IDX,06-Apr-2021,4,4,4,4,3000
N3DE.IDX,06-Apr-2021,15,15,15,15,6500
N3DF.IDX,06-Apr-2021,6,6,6,6,2000
N3DG.IDX,06-Apr-2021,5,5,5,5,1500
N3DH.IDX,06-Apr-2021,31,31,31,31,22800
N3DI.IDX,06-Apr-2021,12,12,12,12,6000
N3DJ.IDX,06-Apr-2021,8,8,8,8,31300
N3DK.IDX,06-Apr-2021,70,70,70,70,67200
N3DL.IDX,06-Apr-2021,16,16,16,16,64200
N3DM.IDX,06-Apr-2021,2,2,2,2,25500
N3DN.IDX,06-Apr-2021,88,88,88,88,156900
N3DO.IDX,06-Apr-2021,54,54,54,54,99500
N3DP.IDX,06-Apr-2021,108,108,108,108,51300
N3DU.IDX,06-Apr-2021,122,122,122,122,249300
N3DV.IDX,06-Apr-2021,45,45,45,45,28500
N3HA.IDX,06-Apr-2021,39,39,39,39,59900
N3HB.IDX,06-Apr-2021,57,57,57,57,39600
N3HC.IDX,06-Apr-2021,9,9,9,9,10200
N3HD.IDX,06-Apr-2021,4,4,4,4,3000
N3HE.IDX,06-Apr-2021,15,15,15,15,6500
N3HF.IDX,06-Apr-2021,6,6,6,6,2000
N3HG.IDX,06-Apr-2021,5,5,5,5,1500
N3HH.IDX,06-Apr-2021,31,31,31,31,22800
N3HI.IDX,06-Apr-2021,12,12,12,12,6000
N3HJ.IDX,06-Apr-2021,13,13,13,13,31300
N3HK.IDX,06-Apr-2021,72,72,72,72,67200
N3HL.IDX,06-Apr-2021,33,33,33,33,64200
N3HM.IDX,06-Apr-2021,10,10,10,10,25500
N3HN.IDX,06-Apr-2021,115,115,115,115,156900
N3HO.IDX,06-Apr-2021,63,63,63,63,99500
N3HP.IDX,06-Apr-2021,119,119,119,119,51300
N3HU.IDX,06-Apr-2021,179,179,179,179,249300
N3HV.IDX,06-Apr-2021,45,45,45,45,28500
N3LA.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,59900
N3LB.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,39600
N3LC.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,10200
N3LD.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,3000
N3LE.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6500
N3LF.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2000
N3LG.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,1500
N3LH.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,22800
N3LI.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6000
N3LJ.IDX,06-Apr-2021,5,5,5,5,31300
N3LK.IDX,06-Apr-2021,2,2,2,2,67200
N3LL.IDX,06-Apr-2021,17,17,17,17,64200
N3LM.IDX,06-Apr-2021,8,8,8,8,25500
N3LN.IDX,06-Apr-2021,27,27,27,27,156900
N3LO.IDX,06-Apr-2021,9,9,9,9,99500
N3LP.IDX,06-Apr-2021,11,11,11,11,51300
N3LU.IDX,06-Apr-2021,57,57,57,57,249300
N3LV.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,28500
N5DA.IDX,06-Apr-2021,227,227,227,227,59900
N5DB.IDX,06-Apr-2021,178,178,178,178,39600
N5DC.IDX,06-Apr-2021,46,46,46,46,10200
N5DD.IDX,06-Apr-2021,5,5,5,5,3000
N5DE.IDX,06-Apr-2021,22,22,22,22,6500
N5DF.IDX,06-Apr-2021,8,8,8,8,2000
N5DG.IDX,06-Apr-2021,9,9,9,9,1500
N5DH.IDX,06-Apr-2021,120,120,120,120,22800
N5DI.IDX,06-Apr-2021,32,32,32,32,6000
N5DJ.IDX,06-Apr-2021,84,84,84,84,31300
N5DK.IDX,06-Apr-2021,269,269,269,269,67200
N5DL.IDX,06-Apr-2021,147,147,147,147,64200
N5DM.IDX,06-Apr-2021,10,10,10,10,25500
N5DN.IDX,06-Apr-2021,426,426,426,426,156900
N5DO.IDX,06-Apr-2021,344,344,344,344,99500
N5DP.IDX,06-Apr-2021,286,286,286,286,51300
N5DU.IDX,06-Apr-2021,405,405,405,405,249300
N5DV.IDX,06-Apr-2021,113,113,113,113,28500
N5HA.IDX,06-Apr-2021,259,259,259,259,59900
N5HB.IDX,06-Apr-2021,195,195,195,195,39600
N5HC.IDX,06-Apr-2021,48,48,48,48,10200
N5HD.IDX,06-Apr-2021,8,8,8,8,3000
N5HE.IDX,06-Apr-2021,25,25,25,25,6500
N5HF.IDX,06-Apr-2021,8,8,8,8,2000
N5HG.IDX,06-Apr-2021,9,9,9,9,1500
N5HH.IDX,06-Apr-2021,128,128,128,128,22800
N5HI.IDX,06-Apr-2021,33,33,33,33,6000
N5HJ.IDX,06-Apr-2021,137,137,137,137,31300
N5HK.IDX,06-Apr-2021,333,333,333,333,67200
N5HL.IDX,06-Apr-2021,267,267,267,267,64200
N5HM.IDX,06-Apr-2021,77,77,77,77,25500
N5HN.IDX,06-Apr-2021,677,677,677,677,156900
N5HO.IDX,06-Apr-2021,396,396,396,396,99500
N5HP.IDX,06-Apr-2021,324,324,324,324,51300
N5HU.IDX,06-Apr-2021,813,813,813,813,249300
N5HV.IDX,06-Apr-2021,126,126,126,126,28500
N5LA.IDX,06-Apr-2021,32,32,32,32,59900
N5LB.IDX,06-Apr-2021,17,17,17,17,39600
N5LC.IDX,06-Apr-2021,2,2,2,2,10200
N5LD.IDX,06-Apr-2021,3,3,3,3,3000
N5LE.IDX,06-Apr-2021,3,3,3,3,6500
N5LF.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2000
N5LG.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,1500
N5LH.IDX,06-Apr-2021,8,8,8,8,22800
N5LI.IDX,06-Apr-2021,1,1,1,1,6000
N5LJ.IDX,06-Apr-2021,53,53,53,53,31300
N5LK.IDX,06-Apr-2021,64,64,64,64,67200
N5LL.IDX,06-Apr-2021,120,120,120,120,64200
N5LM.IDX,06-Apr-2021,67,67,67,67,25500
N5LN.IDX,06-Apr-2021,251,251,251,251,156900
N5LO.IDX,06-Apr-2021,52,52,52,52,99500
N5LP.IDX,06-Apr-2021,38,38,38,38,51300
N5LU.IDX,06-Apr-2021,408,408,408,408,249300
N5LV.IDX,06-Apr-2021,13,13,13,13,28500
N6DA.IDX,06-Apr-2021,36,36,36,36,59900
N6DB.IDX,06-Apr-2021,54,54,54,54,39600
N6DC.IDX,06-Apr-2021,8,8,8,8,10200
N6DD.IDX,06-Apr-2021,4,4,4,4,3000
N6DE.IDX,06-Apr-2021,9,9,9,9,6500
N6DF.IDX,06-Apr-2021,5,5,5,5,2000
N6DG.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,1500
N6DH.IDX,06-Apr-2021,26,26,26,26,22800
N6DI.IDX,06-Apr-2021,8,8,8,8,6000
N6DJ.IDX,06-Apr-2021,8,8,8,8,31300
N6DK.IDX,06-Apr-2021,64,64,64,64,67200
N6DL.IDX,06-Apr-2021,19,19,19,19,64200
N6DM.IDX,06-Apr-2021,7,7,7,7,25500
N6DN.IDX,06-Apr-2021,90,90,90,90,156900
N6DO.IDX,06-Apr-2021,54,54,54,54,99500
N6DP.IDX,06-Apr-2021,98,98,98,98,51300
N6DU.IDX,06-Apr-2021,139,139,139,139,249300
N6DV.IDX,06-Apr-2021,37,37,37,37,28500
N6HA.IDX,06-Apr-2021,36,36,36,36,59900
N6HB.IDX,06-Apr-2021,54,54,54,54,39600
N6HC.IDX,06-Apr-2021,8,8,8,8,10200
N6HD.IDX,06-Apr-2021,4,4,4,4,3000
N6HE.IDX,06-Apr-2021,9,9,9,9,6500
N6HF.IDX,06-Apr-2021,5,5,5,5,2000
N6HG.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,1500
N6HH.IDX,06-Apr-2021,26,26,26,26,22800
N6HI.IDX,06-Apr-2021,8,8,8,8,6000
N6HJ.IDX,06-Apr-2021,11,11,11,11,31300
N6HK.IDX,06-Apr-2021,64,64,64,64,67200
N6HL.IDX,06-Apr-2021,27,27,27,27,64200
N6HM.IDX,06-Apr-2021,10,10,10,10,25500
N6HN.IDX,06-Apr-2021,101,101,101,101,156900
N6HO.IDX,06-Apr-2021,58,58,58,58,99500
N6HP.IDX,06-Apr-2021,107,107,107,107,51300
N6HU.IDX,06-Apr-2021,158,158,158,158,249300
N6HV.IDX,06-Apr-2021,37,37,37,37,28500
N6LA.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,59900
N6LB.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,39600
N6LC.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,10200
N6LD.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,3000
N6LE.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6500
N6LF.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2000
N6LG.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,1500
N6LH.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,22800
N6LI.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6000
N6LJ.IDX,06-Apr-2021,3,3,3,3,31300
N6LK.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,67200
N6LL.IDX,06-Apr-2021,8,8,8,8,64200
N6LM.IDX,06-Apr-2021,3,3,3,3,25500
N6LN.IDX,06-Apr-2021,11,11,11,11,156900
N6LO.IDX,06-Apr-2021,4,4,4,4,99500
N6LP.IDX,06-Apr-2021,9,9,9,9,51300
N6LU.IDX,06-Apr-2021,19,19,19,19,249300
N6LV.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,28500
NADA.IDX,06-Apr-2021,35,35,35,35,59900
NADB.IDX,06-Apr-2021,52,52,52,52,39600
NADC.IDX,06-Apr-2021,8,8,8,8,10200
NADD.IDX,06-Apr-2021,4,4,4,4,3000
NADE.IDX,06-Apr-2021,9,9,9,9,6500
NADF.IDX,06-Apr-2021,5,5,5,5,2000
NADG.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,1500
NADH.IDX,06-Apr-2021,22,22,22,22,22800
NADI.IDX,06-Apr-2021,7,7,7,7,6000
NADJ.IDX,06-Apr-2021,11,11,11,11,31300
NADK.IDX,06-Apr-2021,56,56,56,56,67200
NADL.IDX,06-Apr-2021,26,26,26,26,64200
NADM.IDX,06-Apr-2021,7,7,7,7,25500
NADN.IDX,06-Apr-2021,89,89,89,89,156900
NADO.IDX,06-Apr-2021,54,54,54,54,99500
NADP.IDX,06-Apr-2021,89,89,89,89,51300
NADU.IDX,06-Apr-2021,135,135,135,135,249300
NADV.IDX,06-Apr-2021,37,37,37,37,28500
NAHA.IDX,06-Apr-2021,35,35,35,35,59900
NAHB.IDX,06-Apr-2021,52,52,52,52,39600
NAHC.IDX,06-Apr-2021,8,8,8,8,10200
NAHD.IDX,06-Apr-2021,4,4,4,4,3000
NAHE.IDX,06-Apr-2021,9,9,9,9,6500
NAHF.IDX,06-Apr-2021,5,5,5,5,2000
NAHG.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,1500
NAHH.IDX,06-Apr-2021,22,22,22,22,22800
NAHI.IDX,06-Apr-2021,7,7,7,7,6000
NAHJ.IDX,06-Apr-2021,11,11,11,11,31300
NAHK.IDX,06-Apr-2021,56,56,56,56,67200
NAHL.IDX,06-Apr-2021,27,27,27,27,64200
NAHM.IDX,06-Apr-2021,7,7,7,7,25500
NAHN.IDX,06-Apr-2021,90,90,90,90,156900
NAHO.IDX,06-Apr-2021,55,55,55,55,99500
NAHP.IDX,06-Apr-2021,97,97,97,97,51300
NAHU.IDX,06-Apr-2021,140,140,140,140,249300
NAHV.IDX,06-Apr-2021,37,37,37,37,28500
NALA.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,59900
NALB.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,39600
NALC.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,10200
NALD.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,3000
NALE.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6500
NALF.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2000
NALG.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,1500
NALH.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,22800
NALI.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6000
NALJ.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,31300
NALK.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,67200
NALL.IDX,06-Apr-2021,1,1,1,1,64200
NALM.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,25500
NALN.IDX,06-Apr-2021,1,1,1,1,156900
NALO.IDX,06-Apr-2021,1,1,1,1,99500
NALP.IDX,06-Apr-2021,8,8,8,8,51300
NALU.IDX,06-Apr-2021,5,5,5,5,249300
NALV.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,28500
NAST.IDX,06-Apr-2021,6467.93,6493.69,6440.51,6442.32,0
NBI.IDX,06-Apr-2021,4795.15,4832.27,4750.47,4758.14,0
NCFD.IDX,06-Apr-2021,82.78,82.98,70.44,71.88,0
NCFI.IDX,06-Apr-2021,57.11,58.9,55.53,55.53,0
NCOF.IDX,06-Apr-2021,69.25,72.03,69.25,70.68,0
NCOH.IDX,06-Apr-2021,81.19,82.08,80.15,80.15,0
NCTH.IDX,06-Apr-2021,85.17,86.06,84.74,84.74,0
NCTW.IDX,06-Apr-2021,58.4,62.18,57.41,58.02,0
NDFD.IDX,06-Apr-2021,90.19,97.05,90.19,90.19,0
NDFI.IDX,06-Apr-2021,68.62,73.52,67.64,67.64,0
NDOF.IDX,06-Apr-2021,74.5,77.45,74.5,75.49,0
NDOH.IDX,06-Apr-2021,83.33,84.31,83.33,83.33,0
NDTH.IDX,06-Apr-2021,86.27,88.23,86.27,87.25,0
NDTW.IDX,06-Apr-2021,82.35,89.21,80.39,86.27,0
NDXT.IDX,06-Apr-2021,8209.76,8272.66,8156.89,8193.04,0
NDXX.IDX,06-Apr-2021,4843.5,4887.63,4842.8,4865.73,0
NDY.IDX,06-Apr-2021,13567.2,13660.29,13551.6,13578.46,0
NQGM.IDX,06-Apr-2021,4385.1,4447.78,4377.42,4389.85,0
NQGS.IDX,06-Apr-2021,6436.03,6479.83,6432.56,6443.98,0
NSHD.IDX,06-Apr-2021,13,1376,13,1283,0
NSHF.IDX,06-Apr-2021,7,1189,-54,737,0
NSHR.IDX,06-Apr-2021,1.53,2.25,0.8,1.57,0
NSHU.IDX,06-Apr-2021,20,2175,20,2020,0
NVLD.IDX,06-Apr-2021,3.53,1252.12,3.53,1042.68,0
NVLF.IDX,06-Apr-2021,6.97,883.19,-7.03,719.41,0
NVLR.IDX,06-Apr-2021,2.97,4.24,0.43,1.68,0
NVLU.IDX,06-Apr-2021,10.51,2099.15,1.69,1762.1,0
NXTQ.IDX,06-Apr-2021,819.3,834.92,818.49,829.9,0
NYA.IDX,06-Apr-2021,15870.34,15920.28,15842.25,15877.96,0
NYDA.IDX,06-Apr-2021,39,39,39,39,59900
NYDB.IDX,06-Apr-2021,57,57,57,57,39600
NYDC.IDX,06-Apr-2021,9,9,9,9,10200
NYDD.IDX,06-Apr-2021,4,4,4,4,3000
NYDE.IDX,06-Apr-2021,15,15,15,15,6500
NYDF.IDX,06-Apr-2021,6,6,6,6,2000
NYDG.IDX,06-Apr-2021,5,5,5,5,1500
NYDH.IDX,06-Apr-2021,30,30,30,30,22800
NYDI.IDX,06-Apr-2021,11,11,11,11,6000
NYDJ.IDX,06-Apr-2021,8,8,8,8,31300
NYDK.IDX,06-Apr-2021,70,70,70,70,67200
NYDL.IDX,06-Apr-2021,15,15,15,15,64200
NYDM.IDX,06-Apr-2021,2,2,2,2,25500
NYDN.IDX,06-Apr-2021,87,87,87,87,156900
NYDO.IDX,06-Apr-2021,54,54,54,54,99500
NYDP.IDX,06-Apr-2021,107,107,107,107,51300
NYDU.IDX,06-Apr-2021,123,123,123,123,249300
NYDV.IDX,06-Apr-2021,45,45,45,45,28500
NYHA.IDX,06-Apr-2021,39,39,39,39,59900
NYHB.IDX,06-Apr-2021,57,57,57,57,39600
NYHC.IDX,06-Apr-2021,9,9,9,9,10200
NYHD.IDX,06-Apr-2021,4,4,4,4,3000
NYHE.IDX,06-Apr-2021,15,15,15,15,6500
NYHF.IDX,06-Apr-2021,6,6,6,6,2000
NYHG.IDX,06-Apr-2021,5,5,5,5,1500
NYHH.IDX,06-Apr-2021,30,30,30,30,22800
NYHI.IDX,06-Apr-2021,11,11,11,11,6000
NYHJ.IDX,06-Apr-2021,13,13,13,13,31300
NYHK.IDX,06-Apr-2021,71,71,71,71,67200
NYHL.IDX,06-Apr-2021,32,32,32,32,64200
NYHM.IDX,06-Apr-2021,10,10,10,10,25500
NYHN.IDX,06-Apr-2021,113,113,113,113,156900
NYHO.IDX,06-Apr-2021,63,63,63,63,99500
NYHP.IDX,06-Apr-2021,118,118,118,118,51300
NYHU.IDX,06-Apr-2021,178,178,178,178,249300
NYHV.IDX,06-Apr-2021,45,45,45,45,28500
NYLA.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,59900
NYLB.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,39600
NYLC.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,10200
NYLD.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,3000
NYLE.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6500
NYLF.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2000
NYLG.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,1500
NYLH.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,22800
NYLI.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6000
NYLJ.IDX,06-Apr-2021,5,5,5,5,31300
NYLK.IDX,06-Apr-2021,1,1,1,1,67200
NYLL.IDX,06-Apr-2021,17,17,17,17,64200
NYLM.IDX,06-Apr-2021,8,8,8,8,25500
NYLN.IDX,06-Apr-2021,26,26,26,26,156900
NYLO.IDX,06-Apr-2021,9,9,9,9,99500
NYLP.IDX,06-Apr-2021,11,11,11,11,51300
NYLU.IDX,06-Apr-2021,55,55,55,55,249300
NYLV.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,28500
OEX.IDX,06-Apr-2021,1851.29,1855.97,1847.27,1850.1,889967400
OFIN.IDX,06-Apr-2021,11584.13,11665.87,11578.71,11639.57,0
OILBR.IDX,06-Apr-2021,64.14,64.14,62.74,62.74,0
OILSW.IDX,06-Apr-2021,58.8,59.33,58.8,59.33,999951
OSX.IDX,06-Apr-2021,53.99,55.3,53.46,53.5,0
PCAM.IDX,06-Apr-2021,0.64,0.64,0.64,0.64,0
PCAP.IDX,06-Apr-2021,0.37,0.37,0.37,0.37,0
PCBA.IDX,06-Apr-2021,0.77,0.77,0.77,0.77,0
PCCS.IDX,06-Apr-2021,0.77,0.77,0.77,0.77,0
PCDI.IDX,06-Apr-2021,0.26,0.26,0.26,0.26,0
PCFB.IDX,06-Apr-2021,0.5,0.5,0.5,0.5,0
PCFR.IDX,06-Apr-2021,0.24,0.24,0.24,0.24,0
PCGO.IDX,06-Apr-2021,1.1,1.1,1.1,1.1,0
PCIN.IDX,06-Apr-2021,0.57,0.57,0.57,0.57,0
PCIW.IDX,06-Apr-2021,2.8,2.8,2.8,2.8,0
PCJP.IDX,06-Apr-2021,0.65,0.65,0.65,0.65,0
PCMD.IDX,06-Apr-2021,0.33,0.33,0.33,0.33,0
PCMS.IDX,06-Apr-2021,0.46,0.46,0.46,0.46,0
PCQQ.IDX,06-Apr-2021,2.62,2.62,2.62,2.62,0
PCSP.IDX,06-Apr-2021,1.28,1.28,1.28,1.28,0
PCSX.IDX,06-Apr-2021,1.85,1.85,1.85,1.85,0
PCTS.IDX,06-Apr-2021,0.79,0.79,0.79,0.79,0
PCVI.IDX,06-Apr-2021,0.45,0.45,0.45,0.45,0
PCVX.IDX,06-Apr-2021,0.53,0.53,0.53,0.53,0
PCWM.IDX,06-Apr-2021,0.18,0.18,0.18,0.18,0
PCXO.IDX,06-Apr-2021,0.33,0.33,0.33,0.33,0
PLD.IDX,06-Apr-2021,2660.5,2699,2646,2690.2,593
PLT.IDX,06-Apr-2021,1215.8,1248.7,1202.8,1240.5,7014
QSHD.IDX,06-Apr-2021,6,2195,6,2117,0
QSHF.IDX,06-Apr-2021,-2,466,-314,-78,0
QSHR.IDX,06-Apr-2021,0.66,1.3,0.66,0.96,0
QSHU.IDX,06-Apr-2021,4,2285,4,2039,0
QVLD.IDX,06-Apr-2021,0.12,1615.03,0.12,1288.69,0
QVLF.IDX,06-Apr-2021,-0.12,424.38,-79.56,193.95,0
QVLR.IDX,06-Apr-2021,0.02,12.17,0.02,1.15,0
QVLU.IDX,06-Apr-2021,24.03,1849.06,2.95,1482.64,0
R1FD.IDX,06-Apr-2021,83.28,88.17,78.78,80.64,0
R1FI.IDX,06-Apr-2021,78.39,81.13,78.39,79.27,0
R1OF.IDX,06-Apr-2021,83.28,85.63,83.28,84.75,0
R1OH.IDX,06-Apr-2021,89.05,90.12,88.85,89.44,0
