Symbol,Date,Open,High,Low,Close,Volume
SRMP.IDX,06-Apr-2021,2227.98,2234.61,2215.15,2234.55,0
SRPR.IDX,06-Apr-2021,190.16,190.94,189.77,190.92,0
SRTR.IDX,06-Apr-2021,546.37,548.61,544.12,548.56,0
SRWI.IDX,06-Apr-2021,10627.82,10646.41,10599.33,10612.58,0
SS1E.IDX,06-Apr-2021,4142.2,4168.63,4134.08,4159.28,0
SS1J.IDX,06-Apr-2021,1460.69,1495.85,1456.93,1459.64,0
SS2E.IDX,06-Apr-2021,5116.51,5174.18,5112.43,5147.03,0
SS2J.IDX,06-Apr-2021,5658.81,5694.39,5647.59,5652.78,0
SS3E.IDX,06-Apr-2021,16693.71,16799.07,16655.25,16681.7,0
SS3J.IDX,06-Apr-2021,5636.58,5685.12,5624.38,5661.23,0
SS4E.IDX,06-Apr-2021,17134.86,17134.86,16960.18,17025.44,0
SS4J.IDX,06-Apr-2021,5059.05,5072.32,5029.63,5055.5,0
SS5E.IDX,06-Apr-2021,1656.4,1664.86,1643.76,1664.56,0
SS5J.IDX,06-Apr-2021,1552.7,1568.53,1549.65,1563.86,0
SSAE.IDX,06-Apr-2021,402.57,404.46,402.08,403.77,0
SSAI.IDX,06-Apr-2021,671.87,675.79,671.82,674.64,0
SSAU.IDX,06-Apr-2021,464.26,465.74,463,465.06,0
SSAX.IDX,06-Apr-2021,7205.25,7238.18,7205.1,7233.13,0
SSBE.IDX,06-Apr-2021,3650.24,3656.16,3630.52,3648.95,0
SSBR.IDX,06-Apr-2021,3463.64,3483.07,3452.75,3472.39,0
SSCA.IDX,06-Apr-2021,398.97,401.94,398.71,401.52,0
SSCB.IDX,06-Apr-2021,277,278.45,276.43,278.15,0
SSCE.IDX,06-Apr-2021,354.4,356.07,352.75,355.69,0
SSCH.IDX,06-Apr-2021,767.95,774.52,767.81,773.26,0
SSCK.IDX,06-Apr-2021,344.08,346.42,343.88,345.97,0
SSCL.IDX,06-Apr-2021,244.13,247.91,243.94,246.27,0
SSCM.IDX,06-Apr-2021,13852.53,13898.93,13829.6,13854.23,0
SSCP.IDX,06-Apr-2021,245.59,246.28,243.35,244.85,0
SSCQ.IDX,06-Apr-2021,486.08,488.16,481.09,481.09,0
SSCS.IDX,06-Apr-2021,453.1,455.13,450.71,454.83,0
SSCU.IDX,06-Apr-2021,448.18,452.94,447.52,452.08,0
SSCW.IDX,06-Apr-2021,365.77,367.41,364.16,367.04,0
SSDI.IDX,06-Apr-2021,1.69,1.88,1.69,1.88,0
SSEN.IDX,06-Apr-2021,298.77,302.04,298.73,301.97,0
SSER.IDX,06-Apr-2021,245.73,245.89,245.28,245.71,0
SSEW.IDX,06-Apr-2021,395.95,403.53,395.95,400.64,0
SSFD.IDX,06-Apr-2021,79.31,93.1,68.96,86.2,0
SSFI.IDX,06-Apr-2021,100,100,96.55,100,0
SSGC.IDX,06-Apr-2021,325.8,331.83,325.8,328.92,0
SSGD.IDX,06-Apr-2021,5088.14,5111.04,5071.91,5098.96,0
SSGE.IDX,06-Apr-2021,1628.12,1654.48,1626.16,1628.63,0
SSGF.IDX,06-Apr-2021,1590.01,1595.07,1587.06,1590.96,0
SSGG.IDX,06-Apr-2021,237.67,238.56,235.75,236.46,0
SSGH.IDX,06-Apr-2021,4338.96,4351.02,4323.58,4329.3,0
SSGI.IDX,06-Apr-2021,8183.01,8211.56,8151.78,8173.09,0
SSGL.IDX,06-Apr-2021,3188.65,3197.17,3184.46,3191.4,0
SSGM.IDX,06-Apr-2021,3587.49,3618.57,3580.08,3609.72,0
SSGN.IDX,06-Apr-2021,3522.49,3535,3511.89,3519.38,0
SSGO.IDX,06-Apr-2021,329.96,342.44,329.85,333.82,0
SSGP.IDX,06-Apr-2021,214.79,218.76,214.79,216.85,0
SSGR.IDX,06-Apr-2021,388.63,395.62,388.63,392.15,0
SSGS.IDX,06-Apr-2021,3294.21,3316.73,3287.83,3311.74,0
SSGT.IDX,06-Apr-2021,1708.76,1713.77,1705.4,1709.41,0
SSGU.IDX,06-Apr-2021,1848.03,1859.55,1841.25,1859.35,0
SSGX.IDX,06-Apr-2021,306.93,318.55,306.81,310.51,0
SSGZ.IDX,06-Apr-2021,557.32,576.21,555.01,561.69,0
SSHE.IDX,06-Apr-2021,1879.34,1905.26,1879.34,1899.82,0
SSHJ.IDX,06-Apr-2021,2229.1,2229.1,2190.02,2190.84,0
SSHX.IDX,06-Apr-2021,3857.31,3868.55,3844.85,3850.55,0
SSIA.IDX,06-Apr-2021,94.74,97.57,94.68,97.02,0
SSIB.IDX,06-Apr-2021,28.66,29.5,28.63,29.33,0
SSIC.IDX,06-Apr-2021,51.87,53.39,51.8,53.08,0
SSIP.IDX,06-Apr-2021,123.4,123.7,123.27,123.34,0
SSIS.IDX,06-Apr-2021,128.26,128.46,128.03,128.1,0
SSIT.IDX,06-Apr-2021,153.4,153.76,153.23,153.31,0
SSLF.IDX,06-Apr-2021,1270.36,1282.73,1269.6,1281.31,0
SSLS.IDX,06-Apr-2021,241.07,241.22,240.63,241.05,0
SSNI.IDX,06-Apr-2021,294.03,299.11,292.72,294.67,0
SSOF.IDX,06-Apr-2021,96.55,96.55,96.55,96.55,0
SSOH.IDX,06-Apr-2021,93.1,96.55,93.1,96.55,0
SSPA.IDX,06-Apr-2021,1726.57,1726.57,1712.33,1715.36,0
SSPE.IDX,06-Apr-2021,1715.98,1737.57,1715.98,1731.39,0
SSPF.IDX,06-Apr-2021,714.09,726.9,714.09,719.76,0
SSPI.IDX,06-Apr-2021,2834.55,2881.27,2834.06,2856.66,0
SSPL.IDX,06-Apr-2021,1490.75,1493.91,1481.07,1485.85,0
SSPN.IDX,06-Apr-2021,9247.76,9273.23,9232.08,9244.78,0
SSPT.IDX,06-Apr-2021,933.15,937.5,923.86,924.83,0
SSPU.IDX,06-Apr-2021,1808.26,1830.4,1808.26,1822.39,0
SSRF.IDX,06-Apr-2021,805.19,807.9,805.16,807.58,0
SSRW.IDX,06-Apr-2021,12886.63,13002.32,12846.93,12856.32,0
SSTH.IDX,06-Apr-2021,93.1,93.1,89.65,93.1,0
SSTU.IDX,06-Apr-2021,483.83,486.3,480.14,486.21,0
SSTW.IDX,06-Apr-2021,65.51,75.86,65.51,72.41,0
SSUC.IDX,06-Apr-2021,346.52,352.97,346.52,349.53,0
SSUP.IDX,06-Apr-2021,59.61,60.66,59.61,60.07,0
SSUT.IDX,06-Apr-2021,107.85,109.75,107.85,108.68,0
SSWP.IDX,06-Apr-2021,95.32,97.14,95.32,96.45,0
STCE.IDX,06-Apr-2021,1519.78,1535.99,1504.94,1527.98,0
STCL.IDX,06-Apr-2021,1504.95,1525.63,1489.93,1516.13,0
STFE.IDX,06-Apr-2021,2255.39,2273.23,2251.09,2267.42,0
STFU.IDX,06-Apr-2021,2233.75,2255.9,2226.84,2249.84,0
STIC.IDX,06-Apr-2021,1240.37,1241.45,1223.7,1241.45,0
STIF.IDX,06-Apr-2021,1963.91,1976.63,1963.78,1971.88,0
STIL.IDX,06-Apr-2021,880.01,911.11,880.01,891.75,0
STIR.IDX,06-Apr-2021,2624.06,2638.83,2623.24,2636.97,0
STIS.IDX,06-Apr-2021,1004.47,1017.71,1003.16,1017.71,0
STMP.IDX,06-Apr-2021,185.79,187.5,185.65,187.03,0
STNC.IDX,06-Apr-2021,724.51,726.15,724.12,724.39,18584600
STNU.IDX,06-Apr-2021,777.71,779.28,777.71,778.48,18624400
STRA.IDX,06-Apr-2021,193.74,193.76,193.06,193.38,0
STRB.IDX,06-Apr-2021,142.93,143.09,142.74,142.98,0
STRC.IDX,06-Apr-2021,166.01,166.1,165.6,165.87,0
STRD.IDX,06-Apr-2021,136.41,136.6,136.31,136.53,0
STRL.IDX,06-Apr-2021,5357.03,5411.74,5355.58,5382.48,0
STRN.IDX,06-Apr-2021,7437.86,7457.29,7424.36,7434.89,0
STRS.IDX,06-Apr-2021,97.5,97.73,97.3,97.59,0
STRT.IDX,06-Apr-2021,456.65,459.13,455.72,459.13,0
STRU.IDX,06-Apr-2021,1554.12,1561.24,1546.98,1555.08,0
STSI.IDX,06-Apr-2021,493.48,493.74,474.8,487.76,0
STSU.IDX,06-Apr-2021,1625.39,1630.3,1599.72,1603.15,0
STSY.IDX,06-Apr-2021,1513.51,1513.51,1487.46,1488.17,0
STTR.IDX,06-Apr-2021,3221.73,3240.45,3210.86,3222.58,0
SUCD.IDX,06-Apr-2021,574.59,579.42,573.69,576.94,0
SUCS.IDX,06-Apr-2021,515.52,519.26,514.05,517.23,0
SUEP.IDX,06-Apr-2021,293.09,298.84,292.1,292.43,0
SUFD.IDX,06-Apr-2021,78.57,92.85,71.42,92.85,0
SUFI.IDX,06-Apr-2021,92.85,96.42,92.85,96.42,0
SUFP.IDX,06-Apr-2021,257.57,258.24,256.16,257.29,0
SUHC.IDX,06-Apr-2021,552.3,553.84,548.68,549.59,0
SUIP.IDX,06-Apr-2021,527.61,530.69,525.97,526.45,0
SUJP.IDX,06-Apr-2021,150.08,150.08,147.25,147.84,0
SUKP.IDX,06-Apr-2021,1340.88,1359.66,1340.88,1355.79,0
SUKS.IDX,06-Apr-2021,1133.65,1147.63,1133.65,1143.07,0
SUMI.IDX,06-Apr-2021,460.77,463.44,459.91,461.98,0
SUNI.IDX,06-Apr-2021,429.16,440.25,427.12,435.13,0
SUOF.IDX,06-Apr-2021,89.28,100,89.28,100,0
SUOH.IDX,06-Apr-2021,96.42,96.42,92.85,96.42,0
SUPI.IDX,06-Apr-2021,415.09,417.39,411.74,417.28,0
SURI.IDX,06-Apr-2021,337.9,339.48,336.71,339.47,0
SUTH.IDX,06-Apr-2021,96.42,96.42,96.42,96.42,0
SUTP.IDX,06-Apr-2021,349.41,350.02,347.03,348,0
SUTW.IDX,06-Apr-2021,92.85,96.42,92.85,96.42,0
SVFD.IDX,06-Apr-2021,65.07,71.42,57.14,60.31,0
SVFI.IDX,06-Apr-2021,66.66,80.95,63.49,63.49,0
SVOF.IDX,06-Apr-2021,74.6,79.36,73.01,73.01,0
SVOH.IDX,06-Apr-2021,82.53,87.3,79.36,85.71,0
SVTH.IDX,06-Apr-2021,87.3,87.3,82.53,84.12,0
SVTR.IDX,06-Apr-2021,206.24,208.74,205.75,207.19,0
SVTW.IDX,06-Apr-2021,87.3,87.3,80.95,82.53,0
SW0B.IDX,06-Apr-2021,46,46.58,45.84,46.14,0
SW0C.IDX,06-Apr-2021,100.57,101.64,100.22,101.42,0
SW0D.IDX,06-Apr-2021,138.23,138.66,137.46,138.45,0
SW0E.IDX,06-Apr-2021,157.32,157.88,156.12,157.72,0
SW0F.IDX,06-Apr-2021,155.5,156.72,154.94,156.58,0
SW0G.IDX,06-Apr-2021,199.92,200.13,198.63,199.88,0
SW0H.IDX,06-Apr-2021,69.58,69.88,69.31,69.71,0
SW0I.IDX,06-Apr-2021,244.6,246.4,243.63,245.89,0
SW1A.IDX,06-Apr-2021,64.7,65.13,64.51,64.99,0
SW1B.IDX,06-Apr-2021,529.74,531.76,526.61,531.51,0
SW1C.IDX,06-Apr-2021,335.15,338.02,334.8,337.62,0
SW1J.IDX,06-Apr-2021,100.02,100.78,99.73,100.6,0
SWFI.IDX,06-Apr-2021,1413.22,1418.1,1405.97,1413.05,0
SWIB.IDX,06-Apr-2021,3373.02,3416.67,3373.02,3407.63,0
SWIT.IDX,06-Apr-2021,3808.43,3865.93,3808.43,3855.4,0
SWSP.IDX,06-Apr-2021,258.11,259.48,253.67,255.91,0
SXTR.IDX,06-Apr-2021,936.2,941.31,928.74,941.12,0
SYFD.IDX,06-Apr-2021,88.88,93.65,87.3,90.47,0
SYFI.IDX,06-Apr-2021,92.06,92.06,90.47,90.47,0
SYOF.IDX,06-Apr-2021,96.82,98.41,96.82,98.41,0
SYOH.IDX,06-Apr-2021,98.41,98.41,96.82,96.82,0
SYTH.IDX,06-Apr-2021,98.41,98.41,98.41,98.41,0
SYTR.IDX,06-Apr-2021,1609.33,1617.42,1604.07,1605.52,0
SYTW.IDX,06-Apr-2021,82.53,90.47,80.95,82.53,0
SZTR.IDX,06-Apr-2021,4914.47,4935.71,4901.95,4909.82,0
TACK.IDX,06-Apr-2021,9999,10313,9527,10075,0
TACX.IDX,06-Apr-2021,-1,313,-473,75,0
TICK.IDX,06-Apr-2021,9997,10561,9214,10163,0
TICX.IDX,06-Apr-2021,-3,561,-786,163,0
TOOC.IDX,06-Apr-2021,22124.03,22190.16,22081.1,22133.55,206255800
TQCK.IDX,06-Apr-2021,9999,10525,9094,10245,0
TQCX.IDX,06-Apr-2021,-1,525,-906,245,0
TRIA.IDX,06-Apr-2021,1.98,3.79,0.1,0.69,0
TRIN.IDX,06-Apr-2021,0.51,2.8,0.4,0.93,0
TRIQ.IDX,06-Apr-2021,24.42,24.42,0.08,0.83,0
TTCD.IDX,06-Apr-2021,267.11,269,266.88,268.05,3638000
TTCS.IDX,06-Apr-2021,668.31,670.23,665.56,668.47,3465900
TTEN.IDX,06-Apr-2021,118.67,120.83,117.89,118.66,36505600
TTFS.IDX,06-Apr-2021,349.76,350.01,348.12,348.75,40271600
TTGD.IDX,06-Apr-2021,299.67,303.28,298.89,301.04,63529800
TTHC.IDX,06-Apr-2021,82.52,82.74,80.64,80.87,9730800
TTIN.IDX,06-Apr-2021,357.05,357.24,355.06,355.23,10060200
TTMT.IDX,06-Apr-2021,312.43,317.48,312.18,315.78,48794100
TTRE.IDX,06-Apr-2021,327.92,329.44,326.86,329.42,10298100
TTTK.IDX,06-Apr-2021,189.25,192.36,187.63,190.42,5990000
TTTS.IDX,06-Apr-2021,179.27,179.94,178.46,179.86,10671700
TTUT.IDX,06-Apr-2021,332,334.31,330.3,333.57,9697000
TXBE.IDX,06-Apr-2021,220.53,222.92,219.75,219.75,54814400
TXBM.IDX,06-Apr-2021,162.14,163.99,161.51,161.54,54796000
TXCT.IDX,06-Apr-2021,262.5,266.75,262.5,265.84,8860700
TXCX.IDX,06-Apr-2021,19095.92,19153,19058.86,19104.14,206255800
TXDC.IDX,06-Apr-2021,145.89,146.24,145.64,145.85,155883200
TXDE.IDX,06-Apr-2021,380.19,380.2,378.07,378.85,27515100
TXDV.IDX,06-Apr-2021,297.45,298.27,296.88,298.27,79165700
TXEI.IDX,06-Apr-2021,115.88,116.21,115.6,115.97,96184400
TXEW.IDX,06-Apr-2021,183.52,184.07,183.17,183.72,103517600
TXFO.IDX,06-Apr-2021,1162.99,1171.69,1162.87,1169.83,102738100
TXGM.IDX,06-Apr-2021,106.36,106.89,105.83,105.84,150598800
TXOE.IDX,06-Apr-2021,170.64,172.46,169.96,170.91,24858200
TXPR.IDX,06-Apr-2021,661.44,661.59,659.98,659.98,2202500
TXSC.IDX,06-Apr-2021,137.35,137.81,137.2,137.6,0
TXSI.IDX,06-Apr-2021,184.23,185.61,183.36,183.91,17204800
TXSX.IDX,06-Apr-2021,1139.47,1141.98,1136.45,1138.25,103517600
TXTW.IDX,06-Apr-2021,739.39,741.23,738.04,739.25,64162100
UNCA.IDX,06-Apr-2021,14,14,1,9,2595900
UNCC.IDX,06-Apr-2021,31,115,31,113,48351300
UNCE.IDX,06-Apr-2021,31,60,28,60,71102100
UNCN.IDX,06-Apr-2021,77,77,30,50,36861600
UNCQ.IDX,06-Apr-2021,140,140,60,83,43291300
UNCS.IDX,06-Apr-2021,107,180,107,174,18992800
UNCT.IDX,06-Apr-2021,231,231,99,142,82748800
UNCU.IDX,06-Apr-2021,324,674,324,674,10230930000
UNCV.IDX,06-Apr-2021,115,359,115,347,48702000
UNCX.IDX,06-Apr-2021,253,640,253,634,116046100
UOI.IDX,06-Apr-2021,40.2,41.67,40.2,40.7,0
UTY.IDX,06-Apr-2021,840.47,849.01,837.43,848.76,0
UVCA.IDX,06-Apr-2021,0.74,49.35,0.14,2.59,0
UVCC.IDX,06-Apr-2021,0.96,48.35,0.96,48.35,0
UVCE.IDX,06-Apr-2021,0.4,71.83,0.4,71.1,0
UVCN.IDX,06-Apr-2021,0.5,38.56,0.5,36.86,0
UVCQ.IDX,06-Apr-2021,2.28,80.78,1.89,43.29,0
UVCS.IDX,06-Apr-2021,1.03,21.35,1.03,18.99,0
UVCT.IDX,06-Apr-2021,3.53,100.41,3.53,82.74,0
UVCU.IDX,06-Apr-2021,351.47,10230.93,351.47,10230.93,0
UVCV.IDX,06-Apr-2021,1.28,49.2,1.28,48.7,0
UVCX.IDX,06-Apr-2021,3.28,116.04,3.28,116.04,0
XAU.IDX,06-Apr-2021,141.85,144.5,141.8,143.03,0
XAX.IDX,06-Apr-2021,2761.47,2786.65,2754.92,2763.72,0
XDS.IDX,06-Apr-2021,106.62,107.47,106.6,107.41,0
XOI.IDX,06-Apr-2021,1011.61,1034.8,1009,1011.55,0
Y0FD.IDX,06-Apr-2021,63.83,65.29,61.89,62.62,0
Y0FI.IDX,06-Apr-2021,42.71,43.2,39.56,41.5,0
Y0OF.IDX,06-Apr-2021,54.85,57.03,54.85,55.58,0
Y0OH.IDX,06-Apr-2021,58.49,59.7,58,58.49,0
Y0TH.IDX,06-Apr-2021,62.86,64.07,62.13,63.59,0
Y0TW.IDX,06-Apr-2021,46.84,49.27,44.9,47.81,0
Y1FD.IDX,06-Apr-2021,80,84,40,84,0
Y1FI.IDX,06-Apr-2021,88,100,84,96,0
Y1OF.IDX,06-Apr-2021,92,100,92,100,0
Y1OH.IDX,06-Apr-2021,96,100,96,100,0
Y1TH.IDX,06-Apr-2021,100,100,100,100,0
Y1TW.IDX,06-Apr-2021,60,76,52,76,0
Y2FD.IDX,06-Apr-2021,80,85,35,85,0
Y2FI.IDX,06-Apr-2021,90,100,85,100,0
Y2OF.IDX,06-Apr-2021,95,100,95,100,0
Y2OH.IDX,06-Apr-2021,95,100,95,100,0
Y2TH.IDX,06-Apr-2021,100,100,100,100,0
Y2TW.IDX,06-Apr-2021,55,75,45,75,0
Y3FD.IDX,06-Apr-2021,53.98,55.07,38.4,38.4,0
Y3FI.IDX,06-Apr-2021,79.71,82.97,77.53,77.53,0
Y3OF.IDX,06-Apr-2021,85.14,88.4,82.6,82.6,0
Y3OH.IDX,06-Apr-2021,92.75,93.84,91.66,91.66,0
Y3TH.IDX,06-Apr-2021,94.92,96.37,94.92,96.01,0
Y3TW.IDX,06-Apr-2021,58.33,59.78,47.1,47.1,0
Y5FD.IDX,06-Apr-2021,87.87,87.87,77.05,83.98,0
Y5FI.IDX,06-Apr-2021,74.89,79.65,74.02,78.35,0
Y5OF.IDX,06-Apr-2021,75.75,78.78,75.75,78.35,0
Y5OH.IDX,06-Apr-2021,80.51,80.95,80.51,80.95,0
Y5TH.IDX,06-Apr-2021,82.25,83.11,82.25,82.68,0
Y5TW.IDX,06-Apr-2021,71.42,75.75,70.56,75.75,0
Y6FD.IDX,06-Apr-2021,100,100,84.61,84.61,0
Y6FI.IDX,06-Apr-2021,84.61,84.61,84.61,84.61,0
Y6OF.IDX,06-Apr-2021,92.3,92.3,92.3,92.3,0
Y6OH.IDX,06-Apr-2021,100,100,100,100,0
Y6TH.IDX,06-Apr-2021,100,100,100,100,0
Y6TW.IDX,06-Apr-2021,69.23,84.61,69.23,76.92,0
Y7FD.IDX,06-Apr-2021,84.61,84.61,61.53,69.23,0
Y7FI.IDX,06-Apr-2021,84.61,84.61,84.61,84.61,0
Y7OF.IDX,06-Apr-2021,92.3,92.3,92.3,92.3,0
Y7OH.IDX,06-Apr-2021,84.61,84.61,84.61,84.61,0
Y7TH.IDX,06-Apr-2021,84.61,92.3,84.61,84.61,0
Y7TW.IDX,06-Apr-2021,92.3,92.3,76.92,84.61,0
Y8FD.IDX,06-Apr-2021,85.71,92.85,50,57.14,0
Y8FI.IDX,06-Apr-2021,100,100,100,100,0
Y8OF.IDX,06-Apr-2021,100,100,100,100,0
Y8OH.IDX,06-Apr-2021,100,100,100,100,0
Y8TH.IDX,06-Apr-2021,100,100,100,100,0
Y8TW.IDX,06-Apr-2021,57.14,57.14,28.57,50,0
Y9FD.IDX,06-Apr-2021,85.71,85.71,75,85.71,0
Y9FI.IDX,06-Apr-2021,96.42,96.42,92.85,96.42,0
Y9OF.IDX,06-Apr-2021,96.42,96.42,96.42,96.42,0
Y9OH.IDX,06-Apr-2021,100,100,100,100,0
Y9TH.IDX,06-Apr-2021,100,100,100,100,0
Y9TW.IDX,06-Apr-2021,75,78.57,67.85,75,0
YAFD.IDX,06-Apr-2021,98.07,100,98.07,100,0
YAFI.IDX,06-Apr-2021,53.84,67.3,53.84,57.69,0
YAOF.IDX,06-Apr-2021,28.84,36.53,28.84,34.61,0
YAOH.IDX,06-Apr-2021,17.3,17.3,17.3,17.3,0
YATH.IDX,06-Apr-2021,15.38,19.23,15.38,17.3,0
YATW.IDX,06-Apr-2021,88.46,94.23,88.46,94.23,0
YBFD.IDX,06-Apr-2021,60,60,30,30,0
YBFI.IDX,06-Apr-2021,40,40,40,40,0
YBOF.IDX,06-Apr-2021,50,50,50,50,0
YBOH.IDX,06-Apr-2021,70,70,70,70,0
YBTH.IDX,06-Apr-2021,70,70,70,70,0
YBTW.IDX,06-Apr-2021,30,30,20,30,0
YCFD.IDX,06-Apr-2021,90,96.66,73.33,83.33,0
YCFI.IDX,06-Apr-2021,83.33,86.66,83.33,86.66,0
YCOF.IDX,06-Apr-2021,90,90,86.66,86.66,0
YCOH.IDX,06-Apr-2021,93.33,93.33,93.33,93.33,0
YCTH.IDX,06-Apr-2021,96.66,96.66,96.66,96.66,0
YCTW.IDX,06-Apr-2021,80,86.66,80,86.66,0
YDFD.IDX,06-Apr-2021,98.07,98.07,96.15,96.15,0
YDFI.IDX,06-Apr-2021,53.84,69.23,53.84,59.61,0
YDOF.IDX,06-Apr-2021,42.3,51.92,42.3,50,0
YDOH.IDX,06-Apr-2021,40.38,40.38,40.38,40.38,0
YDTH.IDX,06-Apr-2021,40.38,42.3,40.38,42.3,0
YDTW.IDX,06-Apr-2021,80.76,86.53,80.76,84.61,0
YEFD.IDX,06-Apr-2021,80.76,80.76,38.46,80.76,0
YEFI.IDX,06-Apr-2021,88.46,96.15,84.61,96.15,0
YEOF.IDX,06-Apr-2021,92.3,96.15,92.3,96.15,0
YEOH.IDX,06-Apr-2021,92.3,96.15,92.3,96.15,0
YETH.IDX,06-Apr-2021,96.15,96.15,96.15,96.15,0
YETW.IDX,06-Apr-2021,50,69.23,46.15,69.23,0
YFFD.IDX,06-Apr-2021,89.47,94.73,78.94,84.21,0
YFFI.IDX,06-Apr-2021,42.1,52.63,36.84,47.36,0
YFOF.IDX,06-Apr-2021,57.89,63.15,57.89,57.89,0
YFOH.IDX,06-Apr-2021,84.21,84.21,84.21,84.21,0
YFTH.IDX,06-Apr-2021,89.47,89.47,89.47,89.47,0
YFTW.IDX,06-Apr-2021,68.42,68.42,57.89,63.15,0
YGFD.IDX,06-Apr-2021,50,75,50,75,0
YGFI.IDX,06-Apr-2021,62.5,75,62.5,75,0
YGOF.IDX,06-Apr-2021,62.5,62.5,62.5,62.5,0
YGOH.IDX,06-Apr-2021,100,100,100,100,0
YGTH.IDX,06-Apr-2021,100,100,100,100,0
YGTW.IDX,06-Apr-2021,25,25,25,25,0
YHFD.IDX,06-Apr-2021,87.5,100,81.25,100,0
YHFI.IDX,06-Apr-2021,68.75,81.25,62.5,68.75,0
YHOF.IDX,06-Apr-2021,68.75,81.25,68.75,81.25,0
YHOH.IDX,06-Apr-2021,87.5,87.5,87.5,87.5,0
YHTH.IDX,06-Apr-2021,93.75,93.75,93.75,93.75,0
YHTW.IDX,06-Apr-2021,100,100,100,100,0
YIFD.IDX,06-Apr-2021,84,90,78,80,0
YIFI.IDX,06-Apr-2021,90,92,90,92,0
YIOF.IDX,06-Apr-2021,88,88,88,88,0
YIOH.IDX,06-Apr-2021,86,86,86,86,0
YITH.IDX,06-Apr-2021,88,90,88,88,0
YITW.IDX,06-Apr-2021,76,80,72,78,0
YJFD.IDX,06-Apr-2021,90.32,90.32,74.19,74.19,0
YJFI.IDX,06-Apr-2021,61.29,67.74,58.06,58.06,0
YJOF.IDX,06-Apr-2021,83.87,87.09,83.87,83.87,0
YJOH.IDX,06-Apr-2021,90.32,90.32,90.32,90.32,0
YJTH.IDX,06-Apr-2021,90.32,90.32,90.32,90.32,0
YJTW.IDX,06-Apr-2021,58.06,67.74,48.38,51.61,0
YKFD.IDX,06-Apr-2021,90.32,90.32,74.19,74.19,0
YKFI.IDX,06-Apr-2021,61.29,67.74,58.06,58.06,0
YKOF.IDX,06-Apr-2021,83.87,87.09,83.87,83.87,0
YKOH.IDX,06-Apr-2021,90.32,90.32,90.32,90.32,0
YKTH.IDX,06-Apr-2021,90.32,90.32,90.32,90.32,0
YKTW.IDX,06-Apr-2021,58.06,67.74,48.38,51.61,0
YLFD.IDX,06-Apr-2021,87.87,87.87,77.05,83.98,0
YLFI.IDX,06-Apr-2021,74.89,79.65,74.02,78.35,0
YLOF.IDX,06-Apr-2021,75.75,78.78,75.75,78.35,0
YLOH.IDX,06-Apr-2021,80.51,80.95,80.51,80.95,0
YLTH.IDX,06-Apr-2021,82.25,83.11,82.25,82.68,0
YLTW.IDX,06-Apr-2021,71.42,75.75,70.56,75.75,0
YMFD.IDX,06-Apr-2021,80.95,90.47,76.19,85.71,0
YMFI.IDX,06-Apr-2021,33.33,57.14,33.33,52.38,0
YMOF.IDX,06-Apr-2021,71.42,80.95,71.42,80.95,0
YMOH.IDX,06-Apr-2021,85.71,85.71,85.71,85.71,0
YMTH.IDX,06-Apr-2021,90.47,90.47,90.47,90.47,0
YMTW.IDX,06-Apr-2021,76.19,76.19,71.42,76.19,0
YNFD.IDX,06-Apr-2021,88.26,88.26,77.39,84.34,0
YNFI.IDX,06-Apr-2021,74.78,79.56,73.91,78.26,0
YNOF.IDX,06-Apr-2021,76.08,79.13,76.08,78.69,0
YNOH.IDX,06-Apr-2021,80.43,80.86,80.43,80.86,0
YNTH.IDX,06-Apr-2021,82.17,83.04,82.17,82.6,0
YNTW.IDX,06-Apr-2021,71.3,75.65,70.43,75.65,0
YOFD.IDX,06-Apr-2021,87.79,87.79,75,85.46,0
YOFI.IDX,06-Apr-2021,83.72,87.79,82.55,86.62,0
YOOF.IDX,06-Apr-2021,81.97,85.46,81.97,85.46,0
YOOH.IDX,06-Apr-2021,85.46,86.04,85.46,86.04,0
YOTH.IDX,06-Apr-2021,87.79,88.37,87.79,87.79,0
YOTW.IDX,06-Apr-2021,73.25,76.74,70.93,76.74,0
YPFD.IDX,06-Apr-2021,71.42,71.42,42.85,71.42,0
YPFI.IDX,06-Apr-2021,100,100,100,100,0
YPOF.IDX,06-Apr-2021,100,100,100,100,0
YPOH.IDX,06-Apr-2021,100,100,100,100,0
YPTH.IDX,06-Apr-2021,100,100,100,100,0
YPTW.IDX,06-Apr-2021,57.14,57.14,57.14,57.14,0
YQFD.IDX,06-Apr-2021,82.75,87.35,72.41,87.35,0
YQFI.IDX,06-Apr-2021,90.8,90.8,87.35,89.65,0
YQOF.IDX,06-Apr-2021,83.9,85.05,83.9,85.05,0
YQOH.IDX,06-Apr-2021,85.05,86.2,85.05,86.2,0
YQTH.IDX,06-Apr-2021,89.65,90.8,89.65,89.65,0
YQTW.IDX,06-Apr-2021,77.01,81.6,75.86,81.6,0
YRFD.IDX,06-Apr-2021,86.66,86.66,68,84,0
YRFI.IDX,06-Apr-2021,89.33,96,89.33,94.66,0
YROF.IDX,06-Apr-2021,90.66,92,90.66,92,0
YROH.IDX,06-Apr-2021,96,97.33,96,97.33,0
YRTH.IDX,06-Apr-2021,97.33,97.33,97.33,97.33,0
YRTW.IDX,06-Apr-2021,69.33,77.33,68,77.33,0
YSFD.IDX,06-Apr-2021,88.33,90,76.66,85,0
YSFI.IDX,06-Apr-2021,85,88.33,85,86.66,0
